shape	colour	x	y	key	showSelectedlegendshapecolour	showSelected1	fill
4	#FF0000	0.10895839263685	0.224802679498372	9	FALSE	17	#FF0000
20	#000000	0.388834341196343	0.205763126706769	10	TRUE	17	#000000
20	#000000	0.313855906017125	0.110664524122952	11	TRUE	17	#000000
20	#000000	0.585996305802837	0.17134520607586	12	TRUE	17	#000000
20	#000000	0.202730175107718	0.154419099356997	13	TRUE	17	#000000
20	#000000	0.467272034846246	0.129393103183617	14	TRUE	17	#000000
4	#FF0000	0.0487988234963268	0.0660731733140777	15	FALSE	17	#FF0000
20	#000000	0.865097438450903	0.0622878661115883	16	TRUE	17	#000000
20	#000000	0.681660601636395	0.179673612094666	17	TRUE	17	#000000
20	#000000	0.508312347577885	0.224353860150542	1	TRUE	18	#000000
20	#000000	0.600987698882818	0.00256488175799764	2	TRUE	18	#000000
4	#FF0000	0.778006038162857	0.237988913793553	3	FALSE	18	#FF0000
4	#FF0000	0.722179252654314	0.248520639132857	4	FALSE	18	#FF0000
4	#FF0000	0.278983769472688	0.246448628051424	5	FALSE	18	#FF0000
4	#FF0000	0.361560815246776	0.23854385338002	6	FALSE	18	#FF0000
20	#000000	0.313128740061075	0.0575512850381057	7	TRUE	18	#000000
20	#000000	0.460471440572292	0.026505043979069	8	TRUE	18	#000000
4	#FF0000	0.10895839263685	0.224802679498372	9	FALSE	18	#FF0000
20	#000000	0.388834341196343	0.205763126706769	10	TRUE	18	#000000
20	#000000	0.313855906017125	0.110664524122952	11	TRUE	18	#000000
20	#000000	0.585996305802837	0.17134520607586	12	TRUE	18	#000000
20	#000000	0.202730175107718	0.154419099356997	13	TRUE	18	#000000
20	#000000	0.467272034846246	0.129393103183617	14	TRUE	18	#000000
4	#FF0000	0.0487988234963268	0.0660731733140777	15	FALSE	18	#FF0000
20	#000000	0.865097438450903	0.0622878661115883	16	TRUE	18	#000000
20	#000000	0.681660601636395	0.179673612094666	17	TRUE	18	#000000
4	#FF0000	0.184833437902853	0.173232882026696	18	FALSE	18	#FF0000
20	#000000	0.508312347577885	0.224353860150542	1	TRUE	19	#000000
20	#000000	0.600987698882818	0.00256488175799764	2	TRUE	19	#000000
4	#FF0000	0.778006038162857	0.237988913793553	3	FALSE	19	#FF0000
4	#FF0000	0.722179252654314	0.248520639132857	4	FALSE	19	#FF0000
4	#FF0000	0.278983769472688	0.246448628051424	5	FALSE	19	#FF0000
4	#FF0000	0.361560815246776	0.23854385338002	6	FALSE	19	#FF0000
20	#000000	0.313128740061075	0.0575512850381057	7	TRUE	19	#000000
20	#000000	0.460471440572292	0.026505043979069	8	TRUE	19	#000000
4	#FF0000	0.10895839263685	0.224802679498372	9	FALSE	19	#FF0000
20	#000000	0.388834341196343	0.205763126706769	10	TRUE	19	#000000
20	#000000	0.313855906017125	0.110664524122952	11	TRUE	19	#000000
20	#000000	0.585996305802837	0.17134520607586	12	TRUE	19	#000000
20	#000000	0.202730175107718	0.154419099356997	13	TRUE	19	#000000
20	#000000	0.467272034846246	0.129393103183617	14	TRUE	19	#000000
4	#FF0000	0.0487988234963268	0.0660731733140777	15	FALSE	19	#FF0000
20	#000000	0.865097438450903	0.0622878661115883	16	TRUE	19	#000000
20	#000000	0.681660601636395	0.179673612094666	17	TRUE	19	#000000
4	#FF0000	0.184833437902853	0.173232882026696	18	FALSE	19	#FF0000
20	#000000	0.751201171893627	0.127629796450969	19	TRUE	19	#000000
20	#000000	0.508312347577885	0.224353860150542	1	TRUE	20	#000000
20	#000000	0.600987698882818	0.00256488175799764	2	TRUE	20	#000000
4	#FF0000	0.778006038162857	0.237988913793553	3	FALSE	20	#FF0000
4	#FF0000	0.722179252654314	0.248520639132857	4	FALSE	20	#FF0000
4	#FF0000	0.278983769472688	0.246448628051424	5	FALSE	20	#FF0000
4	#FF0000	0.361560815246776	0.23854385338002	6	FALSE	20	#FF0000
20	#000000	0.313128740061075	0.0575512850381057	7	TRUE	20	#000000
20	#000000	0.460471440572292	0.026505043979069	8	TRUE	20	#000000
4	#FF0000	0.10895839263685	0.224802679498372	9	FALSE	20	#FF0000
20	#000000	0.388834341196343	0.205763126706769	10	TRUE	20	#000000
20	#000000	0.313855906017125	0.110664524122952	11	TRUE	20	#000000
20	#000000	0.585996305802837	0.17134520607586	12	TRUE	20	#000000
20	#000000	0.202730175107718	0.154419099356997	13	TRUE	20	#000000
20	#000000	0.467272034846246	0.129393103183617	14	TRUE	20	#000000
4	#FF0000	0.0487988234963268	0.0660731733140777	15	FALSE	20	#FF0000
20	#000000	0.865097438450903	0.0622878661115883	16	TRUE	20	#000000
20	#000000	0.681660601636395	0.179673612094666	17	TRUE	20	#000000
4	#FF0000	0.184833437902853	0.173232882026696	18	FALSE	20	#FF0000
20	#000000	0.751201171893627	0.127629796450969	19	TRUE	20	#000000
4	#FF0000	0.067436134442687	0.233692798567513	20	FALSE	20	#FF0000
20	#000000	0.508312347577885	0.224353860150542	1	TRUE	21	#000000
20	#000000	0.600987698882818	0.00256488175799764	2	TRUE	21	#000000
4	#FF0000	0.778006038162857	0.237988913793553	3	FALSE	21	#FF0000
4	#FF0000	0.722179252654314	0.248520639132857	4	FALSE	21	#FF0000
4	#FF0000	0.278983769472688	0.246448628051424	5	FALSE	21	#FF0000
4	#FF0000	0.361560815246776	0.23854385338002	6	FALSE	21	#FF0000
20	#000000	0.313128740061075	0.0575512850381057	7	TRUE	21	#000000
20	#000000	0.460471440572292	0.026505043979069	8	TRUE	21	#000000
4	#FF0000	0.10895839263685	0.224802679498372	9	FALSE	21	#FF0000
20	#000000	0.388834341196343	0.205763126706769	10	TRUE	21	#000000
20	#000000	0.313855906017125	0.110664524122952	11	TRUE	21	#000000
20	#000000	0.585996305802837	0.17134520607586	12	TRUE	21	#000000
20	#000000	0.202730175107718	0.154419099356997	13	TRUE	21	#000000
20	#000000	0.467272034846246	0.129393103183617	14	TRUE	21	#000000
4	#FF0000	0.0487988234963268	0.0660731733140777	15	FALSE	21	#FF0000
20	#000000	0.865097438450903	0.0622878661115883	16	TRUE	21	#000000
20	#000000	0.681660601636395	0.179673612094666	17	TRUE	21	#000000
4	#FF0000	0.184833437902853	0.173232882026696	18	FALSE	21	#FF0000
20	#000000	0.751201171893627	0.127629796450969	19	TRUE	21	#000000
4	#FF0000	0.067436134442687	0.233692798567513	20	FALSE	21	#FF0000
4	#FF0000	0.906489649554715	0.134456336265861	21	FALSE	21	#FF0000
20	#000000	0.508312347577885	0.224353860150542	1	TRUE	22	#000000
20	#000000	0.600987698882818	0.00256488175799764	2	TRUE	22	#000000
4	#FF0000	0.778006038162857	0.237988913793553	3	FALSE	22	#FF0000
4	#FF0000	0.722179252654314	0.248520639132857	4	FALSE	22	#FF0000
4	#FF0000	0.278983769472688	0.246448628051424	5	FALSE	22	#FF0000
4	#FF0000	0.361560815246776	0.23854385338002	6	FALSE	22	#FF0000
20	#000000	0.313128740061075	0.0575512850381057	7	TRUE	22	#000000
20	#000000	0.460471440572292	0.026505043979069	8	TRUE	22	#000000
4	#FF0000	0.10895839263685	0.224802679498372	9	FALSE	22	#FF0000
20	#000000	0.388834341196343	0.205763126706769	10	TRUE	22	#000000
20	#000000	0.313855906017125	0.110664524122952	11	TRUE	22	#000000
20	#000000	0.585996305802837	0.17134520607586	12	TRUE	22	#000000
20	#000000	0.202730175107718	0.154419099356997	13	TRUE	22	#000000
20	#000000	0.467272034846246	0.129393103183617	14	TRUE	22	#000000
4	#FF0000	0.0487988234963268	0.0660731733140777	15	FALSE	22	#FF0000
20	#000000	0.865097438450903	0.0622878661115883	16	TRUE	22	#000000
20	#000000	0.681660601636395	0.179673612094666	17	TRUE	22	#000000
4	#FF0000	0.184833437902853	0.173232882026696	18	FALSE	22	#FF0000
20	#000000	0.751201171893627	0.127629796450969	19	TRUE	22	#000000
4	#FF0000	0.067436134442687	0.233692798567513	20	FALSE	22	#FF0000
4	#FF0000	0.906489649554715	0.134456336265861	21	FALSE	22	#FF0000
4	#FF0000	0.0711059852037579	0.0840909000426758	22	FALSE	22	#FF0000
20	#000000	0.508312347577885	0.224353860150542	1	TRUE	23	#000000
20	#000000	0.600987698882818	0.00256488175799764	2	TRUE	23	#000000
4	#FF0000	0.778006038162857	0.237988913793553	3	FALSE	23	#FF0000
4	#FF0000	0.722179252654314	0.248520639132857	4	FALSE	23	#FF0000
4	#FF0000	0.278983769472688	0.246448628051424	5	FALSE	23	#FF0000
4	#FF0000	0.361560815246776	0.23854385338002	6	FALSE	23	#FF0000
20	#000000	0.313128740061075	0.0575512850381057	7	TRUE	23	#000000
20	#000000	0.460471440572292	0.026505043979069	8	TRUE	23	#000000
4	#FF0000	0.10895839263685	0.224802679498372	9	FALSE	23	#FF0000
20	#000000	0.388834341196343	0.205763126706769	10	TRUE	23	#000000
20	#000000	0.313855906017125	0.110664524122952	11	TRUE	23	#000000
20	#000000	0.585996305802837	0.17134520607586	12	TRUE	23	#000000
20	#000000	0.202730175107718	0.154419099356997	13	TRUE	23	#000000
20	#000000	0.467272034846246	0.129393103183617	14	TRUE	23	#000000
4	#FF0000	0.0487988234963268	0.0660731733140777	15	FALSE	23	#FF0000
20	#000000	0.865097438450903	0.0622878661115883	16	TRUE	23	#000000
20	#000000	0.681660601636395	0.179673612094666	17	TRUE	23	#000000
4	#FF0000	0.184833437902853	0.173232882026696	18	FALSE	23	#FF0000
20	#000000	0.751201171893627	0.127629796450969	19	TRUE	23	#000000
4	#FF0000	0.067436134442687	0.233692798567513	20	FALSE	23	#FF0000
4	#FF0000	0.906489649554715	0.134456336265861	21	FALSE	23	#FF0000
4	#FF0000	0.0711059852037579	0.0840909000426758	22	FALSE	23	#FF0000
4	#FF0000	0.87212764355354	0.14438354109883	23	FALSE	23	#FF0000
20	#000000	0.508312347577885	0.224353860150542	1	TRUE	24	#000000
20	#000000	0.600987698882818	0.00256488175799764	2	TRUE	24	#000000
4	#FF0000	0.778006038162857	0.237988913793553	3	FALSE	24	#FF0000
4	#FF0000	0.722179252654314	0.248520639132857	4	FALSE	24	#FF0000
4	#FF0000	0.278983769472688	0.246448628051424	5	FALSE	24	#FF0000
4	#FF0000	0.361560815246776	0.23854385338002	6	FALSE	24	#FF0000
20	#000000	0.313128740061075	0.0575512850381057	7	TRUE	24	#000000
20	#000000	0.460471440572292	0.026505043979069	8	TRUE	24	#000000
4	#FF0000	0.10895839263685	0.224802679498372	9	FALSE	24	#FF0000
20	#000000	0.388834341196343	0.205763126706769	10	TRUE	24	#000000
20	#000000	0.313855906017125	0.110664524122952	11	TRUE	24	#000000
20	#000000	0.585996305802837	0.17134520607586	12	TRUE	24	#000000
20	#000000	0.202730175107718	0.154419099356997	13	TRUE	24	#000000
20	#000000	0.467272034846246	0.129393103183617	14	TRUE	24	#000000
4	#FF0000	0.0487988234963268	0.0660731733140777	15	FALSE	24	#FF0000
20	#000000	0.865097438450903	0.0622878661115883	16	TRUE	24	#000000
20	#000000	0.681660601636395	0.179673612094666	17	TRUE	24	#000000
4	#FF0000	0.184833437902853	0.173232882026696	18	FALSE	24	#FF0000
20	#000000	0.751201171893627	0.127629796450969	19	TRUE	24	#000000
4	#FF0000	0.067436134442687	0.233692798567513	20	FALSE	24	#FF0000
4	#FF0000	0.906489649554715	0.134456336265861	21	FALSE	24	#FF0000
4	#FF0000	0.0711059852037579	0.0840909000426758	22	FALSE	24	#FF0000
4	#FF0000	0.87212764355354	0.14438354109883	23	FALSE	24	#FF0000
20	#000000	0.362410669215024	0.197751327197888	24	TRUE	24	#000000
20	#000000	0.508312347577885	0.224353860150542	1	TRUE	25	#000000
20	#000000	0.600987698882818	0.00256488175799764	2	TRUE	25	#000000
4	#FF0000	0.778006038162857	0.237988913793553	3	FALSE	25	#FF0000
4	#FF0000	0.722179252654314	0.248520639132857	4	FALSE	25	#FF0000
4	#FF0000	0.278983769472688	0.246448628051424	5	FALSE	25	#FF0000
4	#FF0000	0.361560815246776	0.23854385338002	6	FALSE	25	#FF0000
20	#000000	0.313128740061075	0.0575512850381057	7	TRUE	25	#000000
20	#000000	0.460471440572292	0.026505043979069	8	TRUE	25	#000000
4	#FF0000	0.10895839263685	0.224802679498372	9	FALSE	25	#FF0000
20	#000000	0.388834341196343	0.205763126706769	10	TRUE	25	#000000
20	#000000	0.313855906017125	0.110664524122952	11	TRUE	25	#000000
20	#000000	0.585996305802837	0.17134520607586	12	TRUE	25	#000000
20	#000000	0.202730175107718	0.154419099356997	13	TRUE	25	#000000
20	#000000	0.467272034846246	0.129393103183617	14	TRUE	25	#000000
4	#FF0000	0.0487988234963268	0.0660731733140777	15	FALSE	25	#FF0000
20	#000000	0.865097438450903	0.0622878661115883	16	TRUE	25	#000000
20	#000000	0.681660601636395	0.179673612094666	17	TRUE	25	#000000
4	#FF0000	0.184833437902853	0.173232882026696	18	FALSE	25	#FF0000
20	#000000	0.751201171893627	0.127629796450969	19	TRUE	25	#000000
4	#FF0000	0.067436134442687	0.233692798567513	20	FALSE	25	#FF0000
4	#FF0000	0.906489649554715	0.134456336265861	21	FALSE	25	#FF0000
4	#FF0000	0.0711059852037579	0.0840909000426758	22	FALSE	25	#FF0000
4	#FF0000	0.87212764355354	0.14438354109883	23	FALSE	25	#FF0000
20	#000000	0.362410669215024	0.197751327197888	24	TRUE	25	#000000
20	#000000	0.549603561637923	0.167393686677868	25	TRUE	25	#000000
20	#000000	0.508312347577885	0.224353860150542	1	TRUE	26	#000000
20	#000000	0.600987698882818	0.00256488175799764	2	TRUE	26	#000000
4	#FF0000	0.778006038162857	0.237988913793553	3	FALSE	26	#FF0000
4	#FF0000	0.722179252654314	0.248520639132857	4	FALSE	26	#FF0000
4	#FF0000	0.278983769472688	0.246448628051424	5	FALSE	26	#FF0000
4	#FF0000	0.361560815246776	0.23854385338002	6	FALSE	26	#FF0000
20	#000000	0.313128740061075	0.0575512850381057	7	TRUE	26	#000000
20	#000000	0.460471440572292	0.026505043979069	8	TRUE	26	#000000
4	#FF0000	0.10895839263685	0.224802679498372	9	FALSE	26	#FF0000
20	#000000	0.388834341196343	0.205763126706769	10	TRUE	26	#000000
20	#000000	0.313855906017125	0.110664524122952	11	TRUE	26	#000000
20	#000000	0.585996305802837	0.17134520607586	12	TRUE	26	#000000
20	#000000	0.202730175107718	0.154419099356997	13	TRUE	26	#000000
20	#000000	0.467272034846246	0.129393103183617	14	TRUE	26	#000000
4	#FF0000	0.0487988234963268	0.0660731733140777	15	FALSE	26	#FF0000
20	#000000	0.865097438450903	0.0622878661115883	16	TRUE	26	#000000
20	#000000	0.681660601636395	0.179673612094666	17	TRUE	26	#000000
4	#FF0000	0.184833437902853	0.173232882026696	18	FALSE	26	#FF0000
20	#000000	0.751201171893627	0.127629796450969	19	TRUE	26	#000000
4	#FF0000	0.067436134442687	0.233692798567513	20	FALSE	26	#FF0000
4	#FF0000	0.906489649554715	0.134456336265861	21	FALSE	26	#FF0000
4	#FF0000	0.0711059852037579	0.0840909000426758	22	FALSE	26	#FF0000
4	#FF0000	0.87212764355354	0.14438354109883	23	FALSE	26	#FF0000
20	#000000	0.362410669215024	0.197751327197888	24	TRUE	26	#000000
20	#000000	0.549603561637923	0.167393686677868	25	TRUE	26	#000000
4	#FF0000	0.925741566345096	0.225487516103159	26	FALSE	26	#FF0000
20	#000000	0.508312347577885	0.224353860150542	1	TRUE	27	#000000
20	#000000	0.600987698882818	0.00256488175799764	2	TRUE	27	#000000
4	#FF0000	0.778006038162857	0.237988913793553	3	FALSE	27	#FF0000
4	#FF0000	0.722179252654314	0.248520639132857	4	FALSE	27	#FF0000
4	#FF0000	0.278983769472688	0.246448628051424	5	FALSE	27	#FF0000
4	#FF0000	0.361560815246776	0.23854385338002	6	FALSE	27	#FF0000
20	#000000	0.313128740061075	0.0575512850381057	7	TRUE	27	#000000
20	#000000	0.460471440572292	0.026505043979069	8	TRUE	27	#000000
4	#FF0000	0.10895839263685	0.224802679498372	9	FALSE	27	#FF0000
20	#000000	0.388834341196343	0.205763126706769	10	TRUE	27	#000000
20	#000000	0.313855906017125	0.110664524122952	11	TRUE	27	#000000
20	#000000	0.585996305802837	0.17134520607586	12	TRUE	27	#000000
20	#000000	0.202730175107718	0.154419099356997	13	TRUE	27	#000000
20	#000000	0.467272034846246	0.129393103183617	14	TRUE	27	#000000
4	#FF0000	0.0487988234963268	0.0660731733140777	15	FALSE	27	#FF0000
20	#000000	0.865097438450903	0.0622878661115883	16	TRUE	27	#000000
20	#000000	0.681660601636395	0.179673612094666	17	TRUE	27	#000000
4	#FF0000	0.184833437902853	0.173232882026696	18	FALSE	27	#FF0000
20	#000000	0.751201171893627	0.127629796450969	19	TRUE	27	#000000
4	#FF0000	0.067436134442687	0.233692798567513	20	FALSE	27	#FF0000
4	#FF0000	0.906489649554715	0.134456336265861	21	FALSE	27	#FF0000
4	#FF0000	0.0711059852037579	0.0840909000426758	22	FALSE	27	#FF0000
4	#FF0000	0.87212764355354	0.14438354109883	23	FALSE	27	#FF0000
20	#000000	0.362410669215024	0.197751327197888	24	TRUE	27	#000000
20	#000000	0.549603561637923	0.167393686677868	25	TRUE	27	#000000
